id_komentar,nama_akun,tanggal,text_cleaning,sentimen
UgwinoPlIHWtiHqKtYV4AaABAg,Akmal Zainuddin,2023-06-07 16:10:26+00:00,indonesia   pas hybrida,positif
UgznYXZBFD7Wn9j7C6l4AaABAg,Rudy K,2023-06-07 16:02:25+00:00,subsidi bohong rakyat,negatif
Ugw7CnQAQ_s0-5lQ9nZ4AaABAg,Anggiat Sagala,2023-06-07 15:54:01+00:00,  rasa kelas ekonomi kelas ekonomi tengah bawah jangan nyalahin perintah mulu lebih intropeksi diri dulu hidup susah faktor utama diri sendiri bukan perintah kurang harga waktu rajin niat usaha   rubah nasib terlalu serah tuhan bareng kerja keras kerja cerdas hasil tetap miskin akhir terlalu mudah menyalahin perintah lampias miskin ingat peran utama rubah hidup arah   lebih baik buruk diri sendiri,negatif
Ugzu-Q3t0euVZ-qf3y54AaABAg,Sugiharto Acoy,2023-06-07 15:50:55+00:00,mau bikin erp mending cicil bayar wuling ev china cuma   sampe juta sini jt tdnya mau beli   temen blg bgitu kok jd brasa goblok     beli up mahal,negatif
UgwfIoeRufDGQ1SpWwZ4AaABAg,fanZ-Antip😎,2023-06-07 15:48:32+00:00,banyak jalan sempit makin macet,negatif
UgyONlRhc88vk2gwNo54AaABAg,Edi Hartoyo,2023-06-07 15:45:01+00:00, tetap    tarik   motor sb kuno wagu sangat   relevan  lebih  baik konvesional motor konvesional sb  lebih  nyata kekuatanya  lebih  baik produk   jabat   masyarakat indonesia  tetap    biasa     usah neko klau minyak hbs pakek sepeda kuda sapi  lebih  simple hy milik moldoko sm luhut buat apa dukung,positif
Ugxq2Lnz_5j9vT4m5Bp4AaABAg,Kgwan,2023-06-07 15:39:46+00:00,harga mahal batre masa pakai n mahal jg bahan baku batre jg masa mau aman kuda   benar ramah lingkung,positif
UgwQZUJDUs5qCvgJ1a14AaABAg,LARE kaburkanginan,2023-06-07 15:39:13+00:00,sepi bukan arti laku judul aza cari sensasi,negatif
UgwfP8KzwRfJeE5Tsel4AaABAg,Rasikin Ardiyanto,2023-06-07 15:36:38+00:00,masalah cuma jarak tempuh lama charging,negatif
Ugxli8dLEFcqS_syxFJ4AaABAg,Chandra Aja,2023-06-07 15:25:28+00:00,coba review tipe tengah tengah air ev ioniq padahal tau tipe tengah kuasa jual data no,positif
Ugw5wu6PBZNuDrbBG7l4AaABAg,IQin peter,2023-06-07 15:15:23+00:00,subsidi beri bunga kredit naik jg kaum mending sma jg bodong mending ken,netral
UgyEXrXEH3SmXn4JCT94AaABAg,SINAUNEN,2023-06-07 14:53:27+00:00,ganti cel batrai mahal sampe ratus juta,positif
UgxSIym_h_2Qtmn-XWJ4AaABAg,Dopengs Fams,2023-06-07 14:52:43+00:00,anjg maksa kontol kontol,negatif
UgyucdCutW8qakDKWQV4AaABAg,Sri Hartini,2023-06-07 14:48:42+00:00,nama baru tahap kembang,positif
Ugzfl6k2IZ_NPwZMpb54AaABAg,dede ismanto,2023-06-07 14:33:26+00:00,sulit teknologi baterai murah harga baterai   harga bekas buat apa sekarang kata hemat putar banding harga kwh bbm harga ev golong sangat mahal belakang nang buat maintenence baterai motor rusak ujung lebih mahal bbm dua jarak tempuh min km buat mudik lebaran karna lebaran penting ekonomi negara karna cepat putar uang tiga jalan aspal negara jauh standar mobilisasi kendara ev empat susut nilai kendara ev lampau cepat karna elektronik masa pakai lifetime sangat jauh lebih pendek banding mesin mekanikal bbm banding kurang ev jelas untung jangka panjang karna teknologi baru mahal mungkin hasil alih kendara ev jadi masalah karna monopoli mungkin tarif per kwh murah cerita semua alih kendara ev sistem monopoli tak cerita indah tarif per kwh murah tarif kwh naik hindar bangkit green energy energi angin dapat gratis energi panas dingin dapat gratis apa butuh ni nilai investasi sangat besar ujung segera mungkin balik modal pengaruh bijak tarif dasar kwh mungkin kuasa teknologi pltn anak tamiya tahun an lebih paham harga part tamiya tahun kendara hybrid lebih baik tunggu untung apa dapat ev banding kendara bbm,negatif
UgxNDfN0Z9yI074uyEd4AaABAg,rizky Haris,2023-06-07 14:29:13+00:00,buat makan   lancar udh alhmdulilah,positif
UgxcAWQAyNgAqY0mKsR4AaABAg,f sb,2023-06-07 14:22:00+00:00,  banyak pilih jd   tarik,netral
UgyfzSRHxbUkR4vWvB54AaABAg,Saiful Ardi,2023-06-07 14:21:53+00:00,sapras sdm muahal,netral
UgwqaZCrwZpUOvyxoBd4AaABAg,sang ksatria,2023-06-07 13:53:44+00:00,benar tuju perintah maksimal hasil tambang negara sendiri konsumsi negara sendiri ambil negara ambil harga murah jual harga tinggi,negatif
Ugzg3-hzeSZ109n0n2J4AaABAg,DRAMA SEKITAR,2023-06-07 13:46:59+00:00,tar   ngumpulin buat dp nunggu   lunas dulu,positif
UgwdeHQ7ykvkFV4wAM14AaABAg,Husmarizal,2023-06-07 13:45:50+00:00,anak anak,negatif
UgyNw5lEkzD6hE1v8Ax4AaABAg,Ryan Yhuan,2023-06-07 13:44:38+00:00,  harap harap sejahtera makan hari,netral
UgwYzwbzp89PYu0Chyh4AaABAg,Kadavi campoesfamily,2023-06-07 13:44:25+00:00,lagi perintah udh tau indonesia jalan makin macet gage ekonomi makin merosot malah impor indonesia siyaap indonesia motuba banyak bagus awat hadeeh apbn negara   impor kendara,negatif
UgwIiSRMEEoa5h5RMc94AaABAg,WIKAN EDUCATION,2023-06-07 13:41:17+00:00,dorong yamaha honda segera keluar motor baru boom motor sekarang   cina cina an blm tarik banyak konsumen indonesia,negatif
UgzVWy6Bx8tGNPKHR4J4AaABAg,VRY VLOG,2023-06-07 13:40:21+00:00,menurt rakyat biasa susah jangkau rakyat biasa tengah bawah karna susah carger rumah karna sbagian besar rayat mnengah bawah banyak pake wat jglek,negatif
UgxD-RBZRtehAXUKqep4AaABAg,Rocky Mendusa,2023-06-07 13:38:07+00:00,kadang bingung mang ev sangat ngaruh buat rangin emisi karbon panas global kok solusi   wajib sangat dukung mayoritas  orang  pake ev otomatis minta meninggkat sedang mayoritas bangkit bahan batu bara bukan jadi sama  ,positif
UgzEkPgnS8ooI57Ylox4AaABAg,ekor kuda,2023-06-07 13:34:36+00:00,  subsidi mahal siapa   mau beli imut muat kecil biaya awat besar sparepart mahal   subsidi  tetap  mahal charging stationnya cuma pulau jawa daerah sulit,positif
UgwM3tpdx6zkXN0zP5F4AaABAg,serba semua,2023-06-07 13:32:16+00:00,baca berita kompas bayi bulan jakarta alami gejala batuk pilek sesak nafas   kualitas udara jakarta   buruk bahaya resiko kanker   intai anak anak ingat waktu pandemi kemarin kerja   rumah kualitas udara jakarta jadi sangat baik   banyak   lalu lalang mayoritas   lalu lalang ev tentu si bayi   perlu derita semua jangan lupa pakai masker pergi,negatif
UgxOQDlIeMZuzEUo_Hh4AaABAg,Ant Spokesman,2023-06-07 13:30:41+00:00,coba wajib dulu seluruh karyawan pln guna tengok gimana respon orang,positif
UgwTCf9DRIAlkKw-LpB4AaABAg,damar aji,2023-06-07 13:30:25+00:00,perintah   fokus turun harga sembako bahan bangun butuh pokok lain kok malah urus butuh     penting bukan butuh hajat hidup orang banyak,negatif
UgxoR8cd6kN4gh7V4Qx4AaABAg,Abang Aeyadi,2023-06-07 13:29:12+00:00,siapa   bl motor lm jual besi bekas harga besi rongsok,positif
UgyhZ1uXEgb0QxZxK0Z4AaABAg,Kawulo Alit,2023-06-07 13:26:36+00:00,  cocok buat desa   jala tanah batu,positif
UgxSDz5DZUfe0_OSult4AaABAg,gede surtikayasa,2023-06-07 13:24:19+00:00,bukan   mau   beli,netral
UgwgZvG_lLJsrvnvBVx4AaABAg,aria verdin,2023-06-07 13:17:28+00:00,mahal mahal colok rumah naik daya,positif
UgyU0TU0-JZBhsdDujF4AaABAg,Utuh Lebong,2023-06-07 13:15:10+00:00,subsidi kurang pas syarat susah,negatif
UgxN9TFyHG-TNEios_14AaABAg,Dedy Purnawan,2023-06-07 13:12:09+00:00,banyak guna masyarakat kaya butuh bbm turun jauh subsidi bbm alih masyarakat kurang mampu,negatif
Ugw3uUChlY_h0Pjw6Q54AaABAg,Alberto Hadi Putra,2023-06-07 13:11:42+00:00,    pikirin   mogok pinggir hutan mo cari batre ecer susah,negatif
UgyWGay6W9OX7hJKQDJ4AaABAg,Budi Boga,2023-06-07 13:08:58+00:00,ngomong belepotan,netral
UgwDHD406cC-CRU9VXp4AaABAg,Achilles Iglesias,2023-06-07 13:08:28+00:00,mahal,positif
Ugy9asEsFX33aV--QA14AaABAg,abglongpadil,2023-06-07 13:08:27+00:00,nampak sngat tpu indon kereta malaysia laku   cepat tempat cas kereta bnyak malaysia kawasan   kebnyak kereta,negatif
UgwVZCcp8khULbL17314AaABAg,Satriyo tiyok,2023-06-07 13:03:11+00:00,model jelek kecil,negatif
UgweY5MVXKOJGYs4ceF4AaABAg,Robby Lianto,2023-06-07 13:00:46+00:00,arti   bukan era bodoh rakyat kuasa   gaptek rakus kendara bas batterai sampah radioaktive nuklir   legal tak lebih baik fosil fuel   jauh lebih rusak bumi tambang   makin uras lahan ekosistem tunjang hidup seluruh makhluk   bumi masuk kalian semua hai manusia bahan bakar biodiesel hydrogen methanol   ramah lingkung kembang indonesia bukan malah batterai banyakin,negatif
Ugx8Fukpr8bjWgLcY-h4AaABAg,NTV Channel,2023-06-07 13:00:35+00:00, jangan  kasih subsidi,negatif
Ugz1x33Kdt-nm9Ts7gh4AaABAg,Yuyun Samonhir,2023-06-07 13:00:20+00:00,subsidi pupuk pangkas subsidi pangkas subsidi bbm pangkas subsidi pupuk pangkas alasanya beban uang negara pas minta subsidi besar besar padahal subsidi   pangkas rakyat subsidi kalang atas darisini paham mana wong cilik otak mana otak,negatif
UgwQuKGrGICDsLG_VFV4AaABAg,Masri Masri,2023-06-07 12:56:45+00:00,kaum kadal gurun komenis otak sonsang rupa rupa  ,positif
UgzFO8tJ6kqBahWIQdt4AaABAg,yana gunawan,2023-06-07 12:54:53+00:00,  berani pusing mikirin   tengah jalan habis batre mau charge   sisa   tau pergi   pulang,negatif
UgyRh9W9MdCRxzs3O654AaABAg,Manusia Biasa,2023-06-07 12:53:38+00:00,benar benar zero emisi       beli,negatif
Ugy9M9A3h_kOkq1xVsZ4AaABAg,Jos Joesoef,2023-06-07 12:51:38+00:00,inti benar tidah mudah rubah habit konsumen adlh hak konsumen rubah habit biasa konsumen bth jangka waktu   ckp lama banyak faktor   pengaruh trutama   daya produk sendiri trmsk suku cadang pelihara dl hampir sangkut   jamin produk sendiri   untung rugi konsumen perlu juang panjang plin   th mngkin lebih tx,negatif
Ugzd5aJwRZ7RFTwDRnV4AaABAg,sanjane korte,2023-06-07 12:49:55+00:00,bukan laku gaji indonesia butuh tahun mendapatkanya beda gaji luar negeri pandang keringat jerih payah orang benar indonesia buat makan hari   untung,negatif
UgztyfbzjIG_9oIM2wd4AaABAg,Dimas Reza Pamungkas,2023-06-07 12:49:46+00:00,cenderung paksa bgmn rakyat   pikir   alih kendara wong subsidi harga mahal jarak tempuh jauh bbm daya angkut batas biaya servis mahal msh blm banyak bengkel luar resmi   mampu servis blm pasang charger port sesuai daya rumah   dibwh jt   include pasang charger port mungkin masyarakat alih dg segera,positif
Ugxv6zz69s0tEpQtE-d4AaABAg,varoty,2023-06-07 12:42:53+00:00,mau banget mahal coba jual juta laris,positif
UgzE7na_BPcGpjee2b54AaABAg,duda kelana,2023-06-07 12:39:45+00:00,mau gimana yuk ketawa yuk,positif
UgzUb-Ilog35v4oR7ZR4AaABAg,Iip Doank,2023-06-07 12:36:19+00:00,  klw   uji masyarakat,positif
UgxP9f5AVkedBWlgKoZ4AaABAg,mag store,2023-06-07 12:36:00+00:00,sekarang ekonomi lesu   pikir beli harga mahal,negatif
UgyZQ9LuK95x3kj7cWl4AaABAg,Pak Mardi,2023-06-07 12:34:37+00:00,insfrastruktur kendara bangun hingga desa desa kendara raja jalan,netral
Ugw9-ZuoArdcd5eZRl14AaABAg,Rezki Karim,2023-06-07 12:30:20+00:00,kasih gratis laris manis,positif
Ugxvz5ycXiFwicq8pQF4AaABAg,XERIUS CHANNEL - Emha Arifin,2023-06-07 12:22:34+00:00,subsidi syarat motor subsidi banyak syarat mikir,negatif
Ugx_pygvl9f3SjGopoN4AaABAg,Pak Kuat,2023-06-07 12:19:16+00:00,luar negri   laku indonesia laku,netral
UgxeK4fLnYRVcRgW15t4AaABAg,Rekso Xo,2023-06-07 12:18:56+00:00,coba sajaobil bebas pajak tahun mungkin  orang  bakal tarik jg dukung station charger   byk jg harga   sahabat uji coba   thm pertama,positif
Ugw9ay4ERXp0BW2vD3d4AaABAg,Dokter Anestesiu,2023-06-07 12:18:41+00:00,tanya tanya kepala staf presiden ngurusin tonton video milik dealer kendara siapa   paham,positif
UgyFCa1tsaEvgHOlaGB4AaABAg,Mbah Po,2023-06-07 12:18:02+00:00,saat bbm habis mau lari,positif
UgzeBnjNkzI8EFFK0yh4AaABAg,@SteelArt ...,2023-06-07 12:13:09+00:00,harga mahal ngecasnya kualitas jamin   jalan berapa lama apa   mogok jalan,negatif
UgxZ9gctLh3w5wDPn_h4AaABAg,johan azam,2023-06-07 12:09:27+00:00,  ingin rakyat sejahtera   rata lapang kerja   banyak sembako jangkau,positif
UgydDHmPgQVyAvaA7XR4AaABAg,Rowi Saja,2023-06-07 12:09:19+00:00,asik   sangat murah baru beli,positif
Ugw9szquCE29P1sZNeh4AaABAg,Agus Setiawan,2023-06-07 12:08:59+00:00,harga murah juta suku cadang mudah pabrik baterai subsidi hrg bartey motor kualitas tinggi,positif
UgwS24A9AF3o6w5SG3Z4AaABAg,Arnold Lewan,2023-06-07 12:08:28+00:00,cariin solusi jalan jauh jarak   pengisiian daya apa kalimantan   jarak ribu kilo meter,negatif
UgzcZ6Ezv5QRVcavFjB4AaABAg,TUHAN bukan orang ARAB Bilangan XXIII 19,2023-06-07 12:03:32+00:00,masyarakat indonesia mau beli ancam negara negara arab jual minyak mentah klaim pegang kunci sorga,positif
UgwBPbX2-AESFzl0Bgp4AaABAg,John Phantom,2023-06-07 11:59:31+00:00,sangat senang   berita banyak main cukong rezim banyak   rugi,negatif
UgwTblRPGlecCAWUcLJ4AaABAg,Andreas Irawan,2023-06-07 11:58:03+00:00,y ilah   laku harga air ev jt kecil cuma   beli   xpander avanza kec air ev harga jt,negatif
UgyElfohAx_3eoohDFl4AaABAg,IT Prog,2023-06-07 11:57:30+00:00,rakyat mau merek kenal honda suzuki jelasx baik merek baru siapa   mau beli mau motor terbang blm,positif
UgyWBTtLAF4HEiOG6A14AaABAg,Akbar Abba,2023-06-07 11:54:30+00:00,pribadi subsidi aneh,netral
UgwWKsif3y3iCHmTZL94AaABAg,Rosadi Nurdin,2023-06-07 11:44:40+00:00,model kurang tarik coba robah model bikin kya avanza,positif
UgwIXsYEi2B6g-cZlqF4AaABAg,TONO Mr,2023-06-07 11:42:59+00:00,esempak makin terbang langit be like it produkpolitik,positif
UgzGvRmRxRYZ6Jo0lpR4AaABAg,Paksi Nogo Liman57586789,2023-06-07 11:42:08+00:00,rakyat mau iritbbm ltr km ltr pajak murah sparepart limpah muat bnyak,positif
UgzSChM413DT8K5k1Hd4AaABAg,乇乂卩ㄥㄖ丂丨ㄖ几!,2023-06-07 11:38:01+00:00,elon mask udh menjangkakn,netral
Ugybdp1t7DANCG4kzdt4AaABAg,AGE KEDIRI,2023-06-07 11:36:35+00:00,paksa rakyat kecil nama paksa hendak rakyat korban penting investor aseng,negatif
Ugz0Av42aksDQnBHFw54AaABAg,jusaccmishak,2023-06-07 11:25:01+00:00,tiket kereta murah lebih enak naik kereta perlu usaha kemudi maklum   sanggup bayar driver,negatif
UgxEbDz5ljb9L3B3OJZ4AaABAg,Adi Sapri,2023-06-07 11:16:18+00:00,luhut muldoko   fikirin bangkrut    ,negatif
UgxdTFp2h4P37RRvVc14AaABAg,TS,2023-06-07 11:14:32+00:00,kendara blunder,netral
UgzoUM_EEBGARTmYQ6V4AaABAg,Pew Pew,2023-06-07 11:13:54+00:00,spbu   tambah fasilitas buat charging   usa mikir lahan tinggal instalasi,negatif
Ugzfg2O8BUByVpA2F8V4AaABAg,Abdul Azis,2023-06-07 11:13:33+00:00,laku kota besar karna daya mengeces kendara blum sluruhnya indonesia pom   daya jangkau beli jangkau kalang tengah bawah,positif
UgzOosrezjTntGW_-W94AaABAg,Ali Bagus,2023-06-07 11:10:10+00:00,bingung ngecasnya bos,positif
Ugzqp20bYfj3GYyRNBh4AaABAg,Ryan Barock,2023-06-07 11:03:51+00:00,jangan mau beli bayar   ngos ngosan,negatif
Ugxw4cVMVDALxscH2Vl4AaABAg,GLOBAL CELLINDO,2023-06-07 11:01:42+00:00,siapa mau beli mahal ujub duit nyetak,positif
UgxjUmmlFFoGsKbbI3l4AaABAg,Muhammad Taufik Akbar,2023-06-07 10:48:35+00:00,      infrastruktur charger minim,negatif
UgwTB-zKrdWpbrbteKV4AaABAg,Ida nurhaida Nurhaida,2023-06-07 10:48:31+00:00,kendara umum utama   masyarakat mampu suruh beli   penting didik   anak generasi muda kuasa iptek,negatif
UgxxF8jwO7Kt8RZbP1N4AaABAg,Fathur Rahman,2023-06-07 10:42:14+00:00,indah dulu sering kendara naik kereta kuda,positif
Ugw5vx0bFX2Los4MBQp4AaABAg,Master Soft,2023-06-07 10:33:42+00:00,ev   praktis luar kota mau cas hotel apa mau,positif
UgyrLd8HOnf9smKGpkN4AaABAg,Akhmad Rasyid,2023-06-07 10:28:01+00:00,mau ev laku naik harga jual bensin diesel atas harga,positif
UgxNcSFcNVNeoWX2Im94AaABAg,ZN,2023-06-07 10:26:52+00:00,kasih pajak paja jamin laku,negatif
UgxhnzDOcRdI6hR5ARh4AaABAg,Ifrull S.A,2023-06-07 10:25:51+00:00,perlu rakyat bukan cuma kota pakai blusukan daerah   jala rusak turun naik lumpur banjir situ masyarakat percaya,negatif
UgxrpIcNlIgpAdgTQrl4AaABAg,Rudy Gunawan,2023-06-07 10:15:29+00:00,rakyat pintar tahu berapa sih benar modal motor erti harga jual indonesia mark up gila gila kemudian rakyat tahu harga jual motor bekas jatuh banget komponen mahal baterai soak rakyat sekarang semua pakai smartphone tahu dong lama lama daya pakai handphone sama ngedrop baterai soak sering charge handphone masyarakat   bodoh mau bilang   pakai energi fosil lha indonesia mayoritas asal batubara alias energi fosil cuma pindah beban polusi bakar energi fosil bangkit rakyat kecil butuh uang usaha lowong kerja bukan kendara dapat per kapita kecil perintah sadar   mungkin maksa rakyat kecil dapat bawah dapat per kapita punya buat apa punya atau motor sulit kasih makan anak istri,negatif
UgylVgIrmee3KuX25QF4AaABAg,Okib Irawan,2023-06-07 10:11:24+00:00,jt dapet karuan beli grandmax muat banyak harga murah bbm irit,positif
UgzWR8zEphC3rPBhcol4AaABAg,MrThanks,2023-06-07 10:10:26+00:00,gimana mau laku orang cuma jual eco friendly   praktis muat kecil harga   masuk akal cuma baterai   harga x lipat harga pakai mesin rumit ribet pakai jual harga bawah jt baru laku wuling harga paling masuk akal mentok jt wuling,negatif
UgxucW_JOOrHPFzdg694AaABAg,Rilsyah Syahruzad,2023-06-07 10:04:34+00:00,biar buat orang kaya karna bahkan bila guna bbm pindah moblis jamin pln kewalahan rumah tekor byar pet karna habis buat nge charge moblis tak sisa buat kulkas rice cooker ac kompor henti halusinasi ubah bbm moblis lebih,negatif
UgxaeTg04MCs3haSqiV4AaABAg,Ꭺndin Ꮯommunity,2023-06-07 10:04:00+00:00,masalah orang enggan beli harga mahal isi ngecas ribet makan banyak daya tenaga banding non sangat bahaya mudah bakar rusak,negatif
Ugy13CfLERW0YQqBzn54AaABAg,GURU HONOR,2023-06-07 10:02:53+00:00,nyari duit melulu perintah     mau   produk china jelek,negatif
UgyDQGGJywfnszvRTa94AaABAg,Cipoy Gaming,2023-06-07 10:01:59+00:00,teknologi teknologi sampah embel kurang emisi cuih mana emisi kurang guna   signifikan orang duit   beli rakyat kecil korbanin,negatif
UgxtGjkcBZQ0zhaqpzR4AaABAg,goyang dumang,2023-06-07 10:00:37+00:00,apa diesel top cumi darat hahahaha,netral
UgylKaoW-c8VuIHK_KV4AaABAg,Arief Chudori,2023-06-07 10:00:22+00:00,mahal lama chas rumah   jangan harap laku orang sekarang   mau   bikin kapitalisme coba nokia xiomi awal bisnis laku keras contoh,positif
Ugw-eby8tJsdjdJSiXd4AaABAg,Raditz Room,2023-06-07 09:59:24+00:00,  sini kek maenan semua   tipe   al around harga bangsat  banget ,negatif
UgzeZDuilA2dOOxDdsl4AaABAg,CALL ME YACHI,2023-06-07 09:55:35+00:00,  utility   kota antar jemput sekolah pasar kalah fungsionalitas sama honda beat,positif
Ugzh9nz2ZW8qcdeIpIp4AaABAg,Slamet Riyadi,2023-06-07 09:51:25+00:00,indonesia nama subsidi harga bawa jt laku harga bawah jt usaha untung,positif
UgwBjoOB0tE4pIZ1Szd4AaABAg,Petani Amatir,2023-06-07 09:51:19+00:00,semua hanya main v,negatif
Ugx3LUoy4X4T1yKDw814AaABAg,zamil hoo,2023-06-07 09:48:08+00:00,terlalu mahal batrenya,negatif
UgyB6cmN0pHioDV6DeZ4AaABAg,Adil Pambudi,2023-06-07 09:47:58+00:00,mau beli mitor   rumah   kuat terus mau ngecas mana,positif
UgxNSnOg1FNsYls8nMR4AaABAg,anggo putin,2023-06-07 09:46:36+00:00,narasi oposisi mulu ni channel,negatif
UgwGWip5GByiEDoQa5V4AaABAg,Aris tv,2023-06-07 09:44:11+00:00,stasiun charging kurang banyak desa malah  ,negatif
UgzeNzrihY-vbvrjLMB4AaABAg,Grady Dave,2023-06-07 09:37:44+00:00,regone kendara e ki lo,netral
UgyZeG7wMszWCZr1fqN4AaABAg,fishing pamekasan,2023-06-07 09:30:09+00:00,model harga jangkau pos isi daya angkut kualitas tahan batrey lama ubah baik avanza jaz dl ayla brio dl biaya mahal perlahan masyarakat alih klu mau maju bensin ubah biaya murah,positif
Ugzyas2uGRiLSKJJ0OF4AaABAg,Muh Aris Munandar,2023-06-07 09:29:39+00:00,lihat tahun depan   bagus fasilitas dukung arti hasil   fasilitas dukung blm rata arti proyek tak hasil,positif
UgwYkG-kRbvX28SlfGx4AaABAg,Wahyu Setyawan,2023-06-07 09:28:38+00:00,mahal cas bom rata jarang lokasi umum model onderdil susah  ,negatif
UgxGFWeCBglO-B0-yyp4AaABAg,Candra Irawan,2023-06-07 09:28:29+00:00,harga mahal coba bikin ukur suv ev harga tara avanza xenia xpander laku harga segitu,positif
UgyCq9L53Plz2Djlh_d4AaABAg,Reinaldo Agustio,2023-06-07 09:18:14+00:00,mau laku diskon harga air ev jd jtan laku deh klw  jangan  cuma diskon ppn     pajak lain klw nol spy harga mirip harga china sana,negatif
UgxwWQ6slyW8_GWskGV4AaABAg,Warehouse PopStore,2023-06-07 09:09:47+00:00,jangan samain tak tak sama kendara bbm kendara,netral
UgxQA2TgmK3ZIPf40k14AaABAg,B GI,2023-06-07 09:02:41+00:00,ora payu bro dagang,negatif
UgzcanuHNTA6S1w37TZ4AaABAg,Memori WilRay,2023-06-07 08:56:09+00:00,sih tuju banget ada ev   perintah mulai paling   korupsi ikut turun   sering mark up nota bensin perintah bakal kurang hasil bayar isi otomatis bayar negara pln ayo tunjukin serius perintah ajak masyarakat   alih ev mesti perintah duluan pertama ganti semua kendara dinas plat merah seluruh negeri kendara   bbm kitin aza ntar mau   mau infrastruktur spt spklu bakal nambah banyak seluruh negeri otomatis jabat negara bakal ngusahain spklu nambah banyak   ngajak keluarga jalan pake dinas ev ayo gassken,netral
Ugx-CiY7tG5OQguRSud4AaABAg,Hasbi Shiddiqi,2023-06-07 08:53:30+00:00,tempat cas sedia dulu,negatif
UgxS4T-Epw7s650YOM94AaABAg,Orang Bijak,2023-06-07 08:50:16+00:00,sekarang orang butuh fungsi bukan gengsi harga juta kursi minim space harga baterai mahal mending ambil bensin muat rame   khawatir ganti baterai,negatif
UgzWdSdYFyGtN-uHf_F4AaABAg,I Brightly,2023-06-07 08:43:26+00:00,wah wah wah main bloc news barat nih coba   ev negarq barat anak news barat apa kata,negatif
Ugz68EwUCNqxRrEW1_R4AaABAg,Catur Win,2023-06-07 08:40:58+00:00,rakyat kecil siap siaga setor pajak sokong kalian orang kaya usaha jabat cinta,negatif
Ugy7mgcl15qqkK4HWGV4AaABAg,Geraldo,2023-06-07 08:29:06+00:00,gaji dpr dprd dpd alihfungiskan ngomong rakyat biasa   cuma ngomong,negatif
Ugx2bEItEnBmCqmFb654AaABAg,Kinur jati Nusantara,2023-06-07 08:26:42+00:00,rakyat     murah,positif
UgxMZFfOMdGKNwZdLOR4AaABAg,Fahreza Reza,2023-06-07 08:16:44+00:00,mahal bro contoh wuling ev negara   jt an indonesia jt an,positif
UgySf9SJldaJ6w9VsvN4AaABAg,Imam Arif,2023-06-07 08:09:44+00:00,pemeerintah tau banyak daerah banjir kok malah dukun kendara,negatif
UgywgjYi0gl7bX-fVkZ4AaABAg,Anton Jore,2023-06-07 08:04:36+00:00,mikir jual   bbm ndk kurang   mau berfikir proses harus py plan proses,negatif
UgzXlL9t9Zgbvr98JDh4AaABAg,ilham parhandi,2023-06-07 08:02:07+00:00,emanya kerja gaji juta beli   serius motor   subsidi rakyat jelata mana beli baut makan   kurang bom kontra sekolah anak tambah harga naik semua perintah nyata pihak sama orang kaya  ,negatif
Ugx3U2SFYBB3mMabinl4AaABAg,yanto sugito,2023-06-07 07:55:29+00:00,sekalipun hemat baterai motor rusak semua hemat sia bahkan harga baterai lebih mahal total hemat lama pakai hargabeli awal lebih mahal biay maintenance lebih mahal banding turbo rawat mesin mesin bensin motor baterai,negatif
UgzoGt-5gJUFmUFZj4d4AaABAg,GF,2023-06-07 07:50:27+00:00,benar kata anies ,negatif
UgyGPI7fQM7ApFaA45h4AaABAg,ardhie pramadha,2023-06-07 07:45:56+00:00,moga masyarakat indonesia banyak rejekinya mudah beli erti baik buruk coba,positif
UgzCrH6q7NbVmXbI4zd4AaABAg,rahmadgerpol,2023-06-07 07:45:43+00:00,wong rumah   cuman   beli boil apa   jeplak meter subsidi subsidi kendara umum,netral
UgwwCwL-PcsddsdxP8l4AaABAg,KFAMA,2023-06-07 07:44:53+00:00,kendara masa depan   laku kurang promosi tv indonesia,negatif
Ugwx6Pcoyr9VwLLrfYt4AaABAg,Henry Mulyono,2023-06-07 07:44:49+00:00,ilangin dulu pajak beli sm pajak masuk indo rame beli   mulai rame baru mulai adain pajak pelan,negatif
Ugzwp3aFT5WmnMligFR4AaABAg,Wisnu Bhaskoro,2023-06-07 07:39:56+00:00,infrastruktur kurang mumpuni   dipake jarak jauh   jalan tol mau ngecas   dar dipake buat kerja kota masuk akal jarak jauh bayang infrastruktur butuh stasiun isi umum berapa waktu   habis charge pakai jalan arti siap lahan isi sangat luas invest lahan isi luas taruh besar   demand sedikit pakai antar kota jalan jauh lingkar setan bahkan gera kota kota padat jakarta mungkin banyak orang pilih guna kendara umum banding kendara pribadi spt pribadi,negatif
UgzYkGj69MD1f4eEDyt4AaABAg,Asta R,2023-06-07 07:39:20+00:00,setor msh kalah jauh sm kubu minyak bumi,negatif
UgxieWlf1fCMAwJ7X2F4AaABAg,Angus,2023-06-07 07:36:27+00:00,mungkin tak laku indonesia industri ev malaysia makin terima ramai makin kembang,positif
UgxlVPVxbVSlinkVQ6h4AaABAg,Janizam,2023-06-07 07:35:54+00:00,bukan   laku   blm banyak tempat charging ribed ajah habis baterai,negatif
Ugy-BQrV7m_In0mSqil4AaABAg,Sofia Organic Garden,2023-06-07 07:34:57+00:00,subsidi n motor listri akal rezim  ,netral
Ugwv7uWDTM3T1MwfUSt4AaABAg,Lina Siti Aisyah,2023-06-07 07:33:30+00:00,mau masyarakat dp bukan dp ringan ccl besar,positif
